feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9
10286000000	7776300000	8039900000	6652400000	5097900000	13448000000	7395000000	7051100000	7942800000
14643000000	11894000000	14213000000	14267000000	12374000000	14263000000	23082000000	15238000000	19868000000
7762500000	9174000000	9181000000	9459200000	13468000000	9508900000	10890000000	10212000000	10674000000
13333000000	14307000000	12195000000	17183000000	17959000000	16481000000	18756000000	18800000000	17736000000
19933000000	16961000000	20110000000	35323000000	37860000000	36268000000	32671000000	37606000000	40665000000
8805100000	9464100000	9239300000	12575000000	17570000000	13368000000	13740000000	15063000000	14731000000
18852000000	20219000000	20492000000	24039000000	34496000000	27689000000	22943000000	24433000000	29367000000
8561600000	7222600000	7378400000	12113000000	7570800000	9047300000	12782000000	14036000000	12247000000
13968000000	13910000000	14198000000	20330000000	19729000000	19662000000	24428000000	20109000000	22527000000
15785000000	14813000000	16988000000	23344000000	16419000000	22322000000	16431000000	17806000000	16053000000
19840000000	18274000000	14210000000	18787000000	25147000000	29156000000	29489000000	19346000000	23246000000
19393000000	16448000000	18248000000	28378000000	30371000000	22787000000	26988000000	27119000000	22085000000
20185000000	21570000000	24931000000	39511000000	32392000000	32608000000	29942000000	31036000000	33883000000
1000800000	1159100000	1065700000	2330800000	2170900000	2221500000	2614700000	2305200000	2219900000
1647300000	700170000	563570000	26166000	2265900000	4438900000	4176200000	1194200000	2551400000
25000000000	24770000000	16759000000	31980000000	35453000000	31103000000	36486000000	41482000000	42812000000
23419000000	23893000000	18472000000	24714000000	29675000000	30712000000	27286000000	28849000000	20873000000
47014000000	49655000000	43875000000	53100000000	50511000000	68178000000	57540000000	60180000000	67025000000
5978500000	7291500000	7451200000	5929900000	6112000000	6660500000	6378100000	6877200000	6772600000
41505000000	38846000000	38689000000	63700000000	56182000000	59377000000	56227000000	64197000000	61267000000
16007000000	15233000000	17280000000	23272000000	15918000000	15876000000	19045000000	18098000000	20223000000
3076900000	3786700000	3548600000	5310200000	6102000000	5135900000	5448300000	5976700000	6722600000
45420000		160950000	13078000	883100000		3980600000		361320000
10049000000	11059000000	9499500000	11630000000	10917000000	10731000000	10133000000	11143000000	10951000000
1124500000	1449200000	1443700000	1140400000	972050000	1019500000	1220800000	1282400000	1250500000
6130400000	6598900000	6372200000	6313800000	6764900000	6458000000	5928700000	5817100000	7815500000
1164800000	1265900000	1430200000	1756300000	1517700000	1615700000	1073100000	1560000000	857220000
1910700000	1373200000	1463100000	1736700000	461880000	2749700000	2369700000	3232500000	3172800000
	112840000					79548000		
17658000000	19158000000	18154000000	25438000000	22662000000	23899000000	17290000000	19133000000	19787000000
3910400000	3511600000	4485200000	3425100000	3923200000	3928200000	3571700000	4238800000	3772000000
2525600000	2280300000	2741000000	2406700000	3317800000	2978800000	2210100000	2541200000	1975800000
12224000000	12209000000	10957000000	11579000000	11037000000	10413000000	12284000000	10230000000	11864000000
	161160000	252020000	414010000			914850000	1243400000	479070000
						1096200000	63568000	49538000
120720000	159300000	128260000	77054000			69561000		
54209000000	51390000000	55978000000	48397000000	67257000000	62091000000	57188000000	41668000000	46182000000
11133000000	11758000000	9875300000	11831000000	11836000000	12611000000	12017000000	13222000000	13538000000
3702100000	5077600000	5839800000	772220000	672460000	818690000			
83306000000	79366000000	76472000000	88594000000	77596000000	95086000000	71679000000	65224000000	73904000000
149760000	153400000	137180000	204080000	587380000	135090000	193110000	133290000	
310900000	348920000	291040000	446430000	439740000	466190000		383790000	393280000
8985200000	9753000000	10344000000	4853900000	3868400000	3646900000	4484200000	5946700000	6041200000
16270000000	17594000000	16556000000	7749600000	6624800000	7742500000	6275600000	7284200000	8416500000
559080000	638740000	537800000	326260000	506370000	340720000	306080000	279270000	277270000
20064000000	20167000000	22252000000	20660000000	18202000000	19324000000	17629000000	24742000000	21891000000
11152000000	11527000000	10915000000	11932000000	9955800000	10708000000	10880000000	12090000000	13296000000
			151310000		152170000	142630000	170770000	270660000
1218000000	1048800000	1075300000	885950000	336590000	303460000	755060000	783120000	749410000
1.21E+11	1.17E+11	1.03E+11	1.11E+11	89279000000	1.06E+11	98686000000	96487000000	1.02E+11
6211300000	5618500000	5855000000	3530100000	4259400000	5197600000	4758900000	4198100000	4666600000
700350000	776510000	738620000	813170000	623170000	850760000	609660000	729090000	687290000
1157900000	1528700000	1214800000	1067400000	1312200000	1234100000	600380000	971900000	909460000
					114490000			
		162300000	497680000			575390000	628230000	735300000
1322500000	1335400000	1187600000	1489100000	1667700000	1119700000	1307600000	1340200000	1231100000
800630000	453360000	505060000	223690000	214280000		253280000	285920000	238350000
77217000000	76229000000	76566000000	99141000000	99610000000	97601000000	83256000000	88266000000	82001000000
4362100000	4694700000	4785800000	2616700000	2521200000	2915500000	2818600000	3020800000	3308500000
	12168000		8291700		7779800	44913000	36567000	
		170280000	171510000			216830000	255510000	222590000
5733300000	6530200000	5688400000	10071000000	10702000000	10920000000	11040000000	11050000000	9710700000
41597000000	42204000000	41432000000	52647000000	57613000000	55032000000	58064000000	61269000000	52091000000
5443200000	3610500000	3338100000	5424100000	7716000000	4539600000	3605900000	3679700000	2991400000
552840000	759570000	144500000	455710000			467330000	266900000	
1.71E+11	1.77E+11	1.76E+11	2.46E+11	2.12E+11	2.12E+11	2.59E+11	2.65E+11	2.56E+11
77269000		196980000						
2201700000	2323800000	1731300000	2779100000	2289600000	2482700000	2223000000	2294300000	2013000000
390650000	473840000	337120000	6050400000	7594500000	6195300000	1012200000	1279300000	680480000
9091100000	8715700000	8344400000	9447000000	11548000000	9447900000	7590700000	8722600000	8192800000
3263500000	3665900000	3040100000	3399300000	2776500000	3521200000	3096000000	3364300000	3036300000
1362800000	1334000000	1416800000	2015700000	1531700000	2035200000	1686400000	1934600000	2010400000
3880900000	3166100000	3477500000	5070600000	4508400000	4698700000	4485200000	5351700000	5514700000
448190000	453020000	746750000	955530000		94923000	783320000	1211700000	862950000
344530000	315810000	287930000	323370000	412850000	338470000	309890000	423870000	464060000
654570000	460180000	840270000	678320000	849360000	760750000		420700000	621440000
199610000	156280000	146810000	183010000	195800000	183640000	176440000	147200000	
830430000	1180200000	969370000	968030000	417960000	1261600000	1203900000	1171100000	1786000000
9727600000	9581400000	10555000000	12061000000	12272000000	14259000000	21316000000	20985000000	19357000000
1543300000	1471200000	1491900000	1536400000	1410700000	1524800000	1344500000	1636500000	1707600000
11532000000	10563000000	7205100000	5632400000	439510000	1392500000	4205300000	304040000	618300000
1243800000	1580700000	1457100000	2739300000	1898500000	2085900000	1823800000	2132400000	1954000000
1608000000	1237900000	1754200000	1311200000	1323900000	1530200000	1101400000	666960000	1249900000
905020000	714550000	854370000	1137700000	640880000	1088100000	781390000	1308200000	960550000
